Date,Value
2016-03-02 13:00:00.000,0.3132885
2016-03-07 13:00:00.000,0.2264241
2016-03-12 13:00:00.000,0.2190005
2016-03-17 13:00:00.000,0.0417142
2016-03-22 13:00:00.000,0
2016-03-27 13:00:00.000,0
2016-04-01 13:00:00.000,0
2016-04-06 13:00:00.000,0
2016-04-11 13:00:00.000,0
2016-04-15 09:46:00.000,0
2016-04-16 13:00:00.000,0
2016-04-21 13:00:00.000,0.022825
2016-04-26 13:00:00.000,0.1980848
2016-05-01 13:00:00.000,0.3345226
2016-05-06 14:00:00.000,0.1805729
2016-05-11 14:00:00.000,0.1253792
2016-05-16 14:00:00.000,0.1246082
2016-05-21 14:00:00.000,0.3326772
2016-05-26 14:00:00.000,0.3539018
2016-05-31 14:00:00.000,0.5422865
2016-06-05 14:00:00.000,0.4588583
2016-06-10 14:00:00.000,0.2085729
2016-06-15 14:00:00.000,0.2294277
2016-06-20 14:00:00.000,0.5214282
2016-06-25 14:00:00.000,0.2919998
2016-06-30 14:00:00.000,5.7565718
2016-07-05 10:02:00.000,4.3192711
2016-07-10 10:02:00.000,2.466609
2016-07-15 10:02:00.000,0.3180636
2016-07-20 10:02:00.000,0
2016-07-23 22:00:00.000,0
2016-07-28 22:00:00.000,0
2016-08-02 22:00:00.000,0
2016-08-07 22:00:00.000,0
2016-08-12 22:00:00.000,0.0386174
2016-08-17 22:00:00.000,0.2085724
2016-08-22 22:00:00.000,0.0417152
2016-08-27 22:00:00.000,0.0834297
2016-09-01 22:00:00.000,0.1877155
2016-09-06 22:00:00.000,0.1042871
2016-09-11 22:00:00.000,0.3337158
2016-09-16 22:00:00.000,0.2711445
2016-09-21 22:00:00.000,0.2294306
2016-09-26 22:00:00.000,0.3128594
2016-10-01 22:00:00.000,0.3128596
2016-10-06 22:00:00.000,0.3337145
2016-10-11 22:00:00.000,0.1668574
2016-10-16 22:00:00.000,0
2016-10-21 22:00:00.000,0
2016-10-26 22:00:00.000,0.1668578
2016-10-31 22:00:00.000,0.2920008
2016-11-05 22:00:00.000,0.4797128
2016-11-10 22:00:00.000,0.5422822
2016-11-15 22:00:00.000,0.4379992
2016-11-20 22:00:00.000,0.2085734
2016-11-25 22:00:00.000,0.0417113
2016-11-30 22:00:00.000,0.0834258
2016-12-05 22:00:00.000,0
2016-12-10 22:00:00.000,0
2016-12-15 22:00:00.000,0
2016-12-20 22:00:00.000,0.1668593
2016-12-25 22:00:00.000,0.1251403
2016-12-30 22:00:00.000,0.1877141
2017-01-04 22:00:00.000,0.3545715
2017-01-09 22:00:00.000,0.1877145
